id;jhi_foreign;country;province
1;0;中国;北京市
2;0;中国;天津市
3;0;中国;河北省
4;0;中国;山西省
5;0;中国;内蒙古自治区
6;0;中国;辽宁省
7;0;中国;吉林省
8;0;中国;黑龙江省
9;0;中国;上海市
10;0;中国;江苏省
11;0;中国;浙江省
12;0;中国;安徽省
13;0;中国;福建省
14;0;中国;江西省
15;0;中国;山东省
16;0;中国;河南省
17;0;中国;湖北省
18;0;中国;湖南省
19;0;中国;广东省
20;0;中国;广西壮族自治区
21;0;中国;海南省
22;0;中国;重庆市
23;0;中国;四川省
24;0;中国;贵州省
25;0;中国;云南省
26;0;中国;西藏自治区
27;0;中国;陕西省
28;0;中国;甘肃省
29;0;中国;青海省
30;0;中国;宁夏回族自治区

31;0;中国;新疆维吾尔自治区
32;0;中国;台湾省
33;0;中国;香港特别行政区
34;0;中国;澳门特别行政区
35;1;美国;加利福利亚
36;1;美国;德克萨斯
